date,service,type_document,chemin_fichier
2023-12-04,Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\finances-subventions-de-fonctionnement-au-titre-de\2023-12-04_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_13950-3728.csv
2023-12-04,"Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2023 – Versement du premier acompte année scolaire 2023/2024.",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-activites-educatives-perisc\2023-12-04_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_9762-3728.csv
2023-12-04,"Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2023 – Versement du premier acompte année scolaire 2023/2024.",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-activites-educatives-perisc\2023-12-04_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_9727-3728.csv
2023-12-04,Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\finances-subventions-de-fonctionnement-au-titre-de\2023-12-04_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_9727-3728.csv
2023-12-04,Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\finances-subventions-de-fonctionnement-au-titre-de\2023-12-04_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17232-3728.csv
2023-12-04,"Interventions Sociales et Santé – Tranquillité publique, prévention de la délinquance – Provision Action Lieu dédié LVFF (Lutte contre les violences faites aux femmes)/Accès au Droit/Aide aux victimes – Troisième attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\interventions-sociales-et-sante-tranquillite-publi\2023-12-04_deports_instances_municipales_interventions-sociales-et-sante-tranquillite-publi_9760-3728.csv
2023-12-04,Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\finances-subventions-de-fonctionnement-au-titre-de\2023-12-04_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17197-3728.csv
2023-12-04,"Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2023 – Versement du premier acompte année scolaire 2023/2024.",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-activites-educatives-perisc\2023-12-04_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17122-3728.csv
2023-12-04,"Aménagement et services urbains, environnement - ZAC Blosne Est – Centre commercial Torigné – Cession des lots n°10,11,12 et 13 à Territoires Publics.",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\amenagement-et-services-urbains-environnement-zac-\2023-12-04_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_17122-3728_3.csv
2023-12-04,Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\finances-subventions-de-fonctionnement-au-titre-de\2023-12-04_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17152-3728.csv
2023-12-04,Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\finances-subventions-de-fonctionnement-au-titre-de\2023-12-04_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_7318-3728_2.csv
2023-12-04,"Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2023 – Versement du premier acompte année scolaire 2023/2024.",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-activites-educatives-perisc\2023-12-04_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17234-3728.csv
2023-12-04,Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\finances-subventions-de-fonctionnement-au-titre-de\2023-12-04_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17234-3728.csv
2023-12-04,Culture – Cinémas et autres salles de spectacle – Salles Le Liberté/ L'Étage/Le MusikHALL - Contrat de concession de service public avec Citédia Services – Troisième avenant - Modification des tarifs et prolongation,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\culture-cinemas-et-autres-salles-de-spectacle-sall\2023-12-04_deports_instances_municipales_culture-cinemas-et-autres-salles-de-spectacle-sall_7287-3728.csv
2023-12-04,"Aménagement et services urbains, environnement - Maison de l'Architecture et des espaces en Bretagne (MAeB) – Convention pluriannuelle de partenariat entre la MAeB, Rennes Métropole et la ville de Rennes 2023-2026.",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\amenagement-et-services-urbains-environnement-mais\2023-12-04_deports_instances_municipales_amenagement-et-services-urbains-environnement-mais_7301-3728.csv
2023-12-04,Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\finances-subventions-de-fonctionnement-au-titre-de\2023-12-04_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17124-3728.csv
2023-12-04,"Interventions Sociales et Santé – Tranquillité publique, prévention de la délinquance – Provision Action Lieu dédié LVFF (Lutte contre les violences faites aux femmes)/Accès au Droit/Aide aux victimes – Troisième attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\interventions-sociales-et-sante-tranquillite-publi\2023-12-04_deports_instances_municipales_interventions-sociales-et-sante-tranquillite-publi_17196-3728.csv
2023-12-04,Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\finances-subventions-de-fonctionnement-au-titre-de\2023-12-04_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_11097-3728.csv
2022-06-27,"Enseignement, formation – Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers – Première attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\enseignement-formation-activites-educatives-perisc\2022-06-27_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17107-3728.csv
2022-06-27,"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\sport-et-jeunesse-cet-ete-a-rennes-provision-anima\2022-06-27_deports_instances_municipales_sport-et-jeunesse-cet-ete-a-rennes-provision-anima_17230-3728.csv
2022-06-27,Culture - Action culturelle - Provision aux résidences artistiques - Première attribution de subventions 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\culture-action-culturelle-provision-aux-residences\2022-06-27_deports_instances_municipales_culture-action-culturelle-provision-aux-residences_9727-3728.csv
2022-06-27,Sports et jeunesse - Action socio-éducative - Équipement - Provision Équipements de Quartiers - Première attribution de subventions 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\sports-et-jeunesse-action-socio-educative-equipeme\2022-06-27_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-equipeme_17121-3728.csv
2022-06-27,"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\sport-et-jeunesse-cet-ete-a-rennes-provision-anima\2022-06-27_deports_instances_municipales_sport-et-jeunesse-cet-ete-a-rennes-provision-anima_17121-3728.csv
2022-06-27,"Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-poli\2022-06-27_deports_instances_municipales_amenagement-et-services-urbains-environnement-poli_17121-3728.csv
2022-06-27,"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\sport-et-jeunesse-cet-ete-a-rennes-provision-anima\2022-06-27_deports_instances_municipales_sport-et-jeunesse-cet-ete-a-rennes-provision-anima_7285-3728.csv
2022-06-27,"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\sport-et-jeunesse-cet-ete-a-rennes-provision-anima\2022-06-27_deports_instances_municipales_sport-et-jeunesse-cet-ete-a-rennes-provision-anima_17124-3728.csv
2022-06-27,"Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-poli\2022-06-27_deports_instances_municipales_amenagement-et-services-urbains-environnement-poli_17124-3728.csv
2022-06-27,"Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-poli\2022-06-27_deports_instances_municipales_amenagement-et-services-urbains-environnement-poli_17196-3728.csv
2022-06-27,"Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-poli\2022-06-27_deports_instances_municipales_amenagement-et-services-urbains-environnement-poli_11097-3728.csv
2022-06-27,"Aménagement et services urbains, environnement – Provision actions quartiers – Deuxième attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-prov\2022-06-27_deports_instances_municipales_amenagement-et-services-urbains-environnement-prov_13950-3728.csv
2022-06-27,Administration générale - Télécommunication - Société anonyme d'économie mixte Rennes Cité Média (RCM) - Contrat pluriannuel d'objectifs et de moyens - Renouvellement,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\administration-generale-telecommunication-societe-\2022-06-27_deports_instances_municipales_administration-generale-telecommunication-societe-_17195-3728.csv
2022-06-27,Sports et jeunesse - Action socio-éducative - Équipement - Provision Locaux Collectifs Résidentiels - Aménagements 2022 - Première attribution de subventions 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\sports-et-jeunesse-action-socio-educative-equipeme\2022-06-27_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-equipeme_7338-3728.csv
2022-06-27,"Aménagement et services urbains, environnement – Le Blosne – Cession d'un terrain bâti – Approbation",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-le-b\2022-06-27_deports_instances_municipales_amenagement-et-services-urbains-environnement-le-b_7338-3728.csv
2022-06-27,"Aménagement et services urbains, environnement – ZAC Maurepas Gros Chêne – Boulevard Emmanuel Mounier – Acquisition et cession de terrains à Archipel Habitat",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-zac-\2022-06-27_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_7338-3728.csv
2022-06-27,"Aménagement et services urbains, environnement – Le Blosne – Cession d'un terrain bâti – Approbation",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-le-b\2022-06-27_deports_instances_municipales_amenagement-et-services-urbains-environnement-le-b_9728-3728.csv
2022-06-27,"Aménagement et services urbains, environnement – ZAC Maurepas Gros Chêne – Boulevard Emmanuel Mounier – Acquisition et cession de terrains à Archipel Habitat",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-zac-\2022-06-27_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_9728-3728.csv
2023-09-18,"Enseignement, formation – Année scolaire 2023/2024 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-annee-scolaire-2023-2024-ac\2023-09-18_deports_instances_municipales_enseignement-formation-annee-scolaire-2023-2024-ac_9762-3728.csv
2023-09-18,"Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-activites-educatives-perisc\2023-09-18_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17123-3728.csv
2023-09-18,Sport et Jeunesse – Action socio-éducative - Autres actions en faveur des jeunes – Provision Jeunes en projets – Quatrième attribution de subventions au titre de l'année 2023.,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\sport-et-jeunesse-action-socio-educative-autres-ac\2023-09-18_deports_instances_municipales_sport-et-jeunesse-action-socio-educative-autres-ac_9760-3728.csv
2023-09-18,"Aménagement et services urbains, environnement – Bâtiment Pasteur – Mandat de maîtrise d'ouvrage avec la société Territoires Publics – Évolution de l'enveloppe globale de l'opération – Approbation",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\amenagement-et-services-urbains-environnement-bati\2023-09-18_deports_instances_municipales_amenagement-et-services-urbains-environnement-bati_17122-3728_2.csv
2023-09-18,"Culture –Action culturelle – Provision ""résidences artistiques"" – Première attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\culture-action-culturelle-provision-residences-art\2023-09-18_deports_instances_municipales_culture-action-culturelle-provision-residences-art_17152-3728.csv
2023-09-18,"Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-activites-educatives-perisc\2023-09-18_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_7318-3728.csv
2023-09-18,"Enseignement, formation – Année scolaire 2023/2024 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-annee-scolaire-2023-2024-ac\2023-09-18_deports_instances_municipales_enseignement-formation-annee-scolaire-2023-2024-ac_17234-3728.csv
2023-09-18,"Enseignement, formation – Année scolaire 2023/2024 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-annee-scolaire-2023-2024-ac\2023-09-18_deports_instances_municipales_enseignement-formation-annee-scolaire-2023-2024-ac_7313-3728.csv
2023-09-18,"Culture - Action culturelle - Provision ""Éducation artistique et culturelle"" – Deuxième attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\culture-action-culturelle-provision-education-arti\2023-09-18_deports_instances_municipales_culture-action-culturelle-provision-education-arti_7313-3728.csv
2023-09-18,"Enseignement, formation – Année scolaire 2023/2024 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-annee-scolaire-2023-2024-ac\2023-09-18_deports_instances_municipales_enseignement-formation-annee-scolaire-2023-2024-ac_9773-3728.csv
2023-09-18,"Aménagement et services urbains, environnement - ZAC Maurepas Gros Chêne – Travaux primaires de ZAC – convention de financement Rennes Métropole / Société Publique Locale d'Aménagement ""Territoires Publics"".",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\amenagement-et-services-urbains-environnement-zac-\2023-09-18_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_9773-3728_2.csv
2023-09-18,"Culture –Action culturelle – Provision ""résidences artistiques"" – Première attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\culture-action-culturelle-provision-residences-art\2023-09-18_deports_instances_municipales_culture-action-culturelle-provision-residences-art_17230-3728.csv
2023-09-18,Interventions sociales et santé - Actions sociales et accompagnement des publics – Provision pour diverses actions sociales – Deuxième attribution de subventions 2023,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\interventions-sociales-et-sante-actions-sociales-e\2023-09-18_deports_instances_municipales_interventions-sociales-et-sante-actions-sociales-e_17230-3728.csv
2023-09-18,"Culture –Action culturelle – Provision ""résidences artistiques"" – Première attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\culture-action-culturelle-provision-residences-art\2023-09-18_deports_instances_municipales_culture-action-culturelle-provision-residences-art_17174-3728.csv
2023-09-18,Interventions sociales et santé - Actions sociales et accompagnement des publics – Provision pour diverses actions sociales – Deuxième attribution de subventions 2023,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\interventions-sociales-et-sante-actions-sociales-e\2023-09-18_deports_instances_municipales_interventions-sociales-et-sante-actions-sociales-e_17107-3728.csv
2023-09-18,"Interventions Sociales et Santé –Tranquillité publique, prévention de la délinquance – Conseil Local de Sécurité et de Prévention de la Délinquance (CLSPD) – Soutien de la Ville au projet de Maison des Femmes Gisèle Halimi – Prolongation de 2 ans de la convention Ville de Rennes - Centre Hospitalier Universitaire de Rennes (CHU de Rennes)",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\interventions-sociales-et-sante-tranquillite-publi\2023-09-18_deports_instances_municipales_interventions-sociales-et-sante-tranquillite-publi_17107-3728.csv
2023-09-18,"Aménagement et services urbains, environnement – Bâtiment Pasteur – Mandat de maîtrise d'ouvrage avec la société Territoires Publics – Évolution de l'enveloppe globale de l'opération – Approbation",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\amenagement-et-services-urbains-environnement-bati\2023-09-18_deports_instances_municipales_amenagement-et-services-urbains-environnement-bati_7301-3728_2.csv
2023-09-18,"Aménagement et services urbains, environnement - ZAC Blosne Est – Galicie – Acquisition auprès de la SPLA Territoires Publics de la parcelle LP 117.",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\amenagement-et-services-urbains-environnement-zac-\2023-09-18_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_7301-3728.csv
2023-09-18,Action économique – Provision pour associations diverses – Maison de la Consommation et de l'Environnement – Attribution de subvention.,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\action-economique-provision-pour-associations-dive\2023-09-18_deports_instances_municipales_action-economique-provision-pour-associations-dive_17126-3728.csv
2023-09-18,Administration générale - Personnel - Action sociale - Comité National d'Action Sociale (CNAS) – Adhésion – Convention – Désignations,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\administration-generale-personnel-action-sociale-c\2023-09-18_deports_instances_municipales_administration-generale-personnel-action-sociale-c_9729-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_17121-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_17107-3728.csv
2022-03-14,Sports et jeunesse – Action socio-éducative – Autres actions en faveur des jeunes – Provision engagement citoyen – Première attribution de subventions 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\sports-et-jeunesse-action-socio-educative-autres-a\2022-03-14_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-autres-a_9760-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_17126-3728.csv
2022-03-14,"Culture - Cinémas et autres salles de spectacle - Salles Le Liberté, l'Étage et le MusikHall - Avenant n°1 au contrat de concession de service public avec Citédia Services",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\culture-cinemas-et-autres-salles-de-spectacle-sall\2022-03-14_deports_instances_municipales_culture-cinemas-et-autres-salles-de-spectacle-sall_9762-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_7292-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_17120-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_17174-3728.csv
2022-03-14,Culture - Cinémas et autres salles de spectacles - SAEML Théâtre National de Bretagne (TNB) - EPCC École Européenne Supérieure d'Art de Bretagne (EESAB) - Subvention d'équipement - Convention,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\culture-cinemas-et-autres-salles-de-spectacles-sae\2022-03-14_deports_instances_municipales_culture-cinemas-et-autres-salles-de-spectacles-sae_17174-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_17196-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_11097-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_17123-3728.csv
2022-03-14,Culture - Cinémas et autres salles de spectacles - SAEML Théâtre National de Bretagne (TNB) - EPCC École Européenne Supérieure d'Art de Bretagne (EESAB) - Subvention d'équipement - Convention,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\culture-cinemas-et-autres-salles-de-spectacles-sae\2022-03-14_deports_instances_municipales_culture-cinemas-et-autres-salles-de-spectacles-sae_17228-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_7313-3728.csv
2022-03-14,Culture - Cinémas et autres salles de spectacles - SAEML Théâtre National de Bretagne (TNB) - EPCC École Européenne Supérieure d'Art de Bretagne (EESAB) - Subvention d'équipement - Convention,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\culture-cinemas-et-autres-salles-de-spectacles-sae\2022-03-14_deports_instances_municipales_culture-cinemas-et-autres-salles-de-spectacles-sae_7313-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_9725-3728.csv
2022-03-14,"Enseignement, formation - Activités éducatives périscolaires - Année scolaire 2021-2022 - Ateliers périscolaires - Versement d'un acompte - Provision associations ateliers – Première attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\enseignement-formation-activites-educatives-perisc\2022-03-14_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_9725-3728.csv
2022-03-14,Finances – Attributions des subventions au titre de l'année 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\finances-attributions-des-subventions-au-titre-de-\2022-03-14_deports_instances_municipales_finances-attributions-des-subventions-au-titre-de-_9727-3728.csv
2022-10-17,Sports et jeunesse - Action socio-éducative - Provision Fonds d'Aide à la Vie Associative – Quatrième attribution de subventions 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\sports-et-jeunesse-action-socio-educative-provisio\2022-10-17_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-provisio_13950-3728.csv
2022-10-17,Interventions sociales et santé – Provision Handicap – Troisième attribution de subventions 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\interventions-sociales-et-sante-provision-handicap\2022-10-17_deports_instances_municipales_interventions-sociales-et-sante-provision-handicap_17122-3728.csv
2022-10-17,"Aménagement et services urbains, environnement – ZAC EuroRennes – Rue Lucien Decombe - Cession à Territoires Publics",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-zac-\2022-10-17_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_9773-3728.csv
2022-01-17,Administration générale - Société Publique Locale d'Aménagement Territoires Publics - Augmentation de capital,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\administration-generale-societe-publique-locale-d-\2022-01-17_deports_instances_municipales_administration-generale-societe-publique-locale-d-_17122-3728.csv
2023-06-26,"Enseignement, formation – Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers – Première attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\enseignement-formation-activites-educatives-perisc\2023-06-26_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17152-3728.csv
2023-06-26,Sports et jeunesse - Cet été à Rennes - Provision Animations quartiers été 2023 - Provision Animations sportives été 2023 - Première attribution de subventions 2024,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\sports-et-jeunesse-cet-ete-a-rennes-provision-anim\2023-06-26_deports_instances_municipales_sports-et-jeunesse-cet-ete-a-rennes-provision-anim_17152-3728.csv
2023-06-26,"Aménagement et services urbains, environnement – Politique de la ville – Équipement – Provision Contrat de Ville – Première attribution de subventions 2023",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2023\amenagement-et-services-urbains-environnement-poli\2023-06-26_deports_instances_municipales_amenagement-et-services-urbains-environnement-poli_17152-3728_2.csv
